City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Gilbues,BR,2022-02-02 20:18:48,-9.8317,-45.3439,83.62,56,67,6.96
294,Iquique,CL,2022-02-02 20:18:39,-20.2208,-70.1431,71.64,72,18,10.47
295,Oksfjord,NO,2022-02-02 20:18:49,70.2396,22.3479,24.98,92,63,10.27
296,Skelleftea,SE,2022-02-02 20:18:49,64.7507,20.9528,10.76,66,100,5.75
297,Curumani,CO,2022-02-02 20:18:49,9.1999,-73.5427,99.99,22,40,1.41
298,Bathsheba,BB,2022-02-02 20:18:50,13.2167,-59.5167,83.01,65,40,16.11
299,Arraial Do Cabo,BR,2022-02-02 20:18:50,-22.9661,-42.0278,80.56,83,40,8.05
300,Biharamulo,TZ,2022-02-02 20:18:50,-2.6319,31.3089,61.45,94,94,0.74
301,Scarborough,GB,2022-02-02 20:18:29,54.2797,-0.4044,50.07,87,100,5.01
302,Bhadravati,IN,2022-02-02 20:18:51,13.8667,75.7167,65.46,89,0,2.13
303,Arlit,NE,2022-02-02 20:18:51,18.7369,7.3853,65.79,14,0,12.5
304,Indianola,US,2022-02-02 20:16:15,41.3581,-93.5574,14.49,63,100,17.85
305,Hofn,IS,2022-02-02 20:14:27,64.2539,-15.2082,29.43,58,100,6.13
306,Neuquen,AR,2022-02-02 20:16:02,-38.9516,-68.0591,94.89,18,40,14.97
307,Naze,JP,2022-02-02 20:18:52,28.3667,129.4833,57.49,91,100,13.0
308,Arona,ES,2022-02-02 20:18:52,28.0996,-16.681,66.7,73,75,1.01
309,Lerwick,GB,2022-02-02 20:18:52,60.1545,-1.1494,46.4,92,100,7.11
310,Zabol,AF,2022-02-02 20:18:53,32.25,67.25,33.98,72,0,7.7
311,Wajir,KE,2022-02-02 20:18:53,1.7471,40.0573,86.32,40,100,4.68
312,Kindu,CD,2022-02-02 20:18:53,-2.95,25.95,69.22,91,100,1.48
313,Dalvik,IS,2022-02-02 20:18:54,65.9702,-18.5286,24.73,84,98,3.85
314,Eyl,SO,2022-02-02 20:18:54,7.9803,49.8164,74.62,75,8,16.55
315,Blagoyevo,RU,2022-02-02 20:18:54,63.3667,47.9167,19.49,97,100,3.76
316,Gryazovets,RU,2022-02-02 20:18:55,58.88,40.2525,15.67,96,92,6.64
317,Khorixas,NA,2022-02-02 20:18:55,-20.3667,14.9667,69.33,55,100,16.98
318,Semikarakorsk,RU,2022-02-02 20:18:55,47.5194,40.8112,45.41,89,100,14.65
319,Tirumullaivasal,IN,2022-02-02 20:18:56,11.2333,79.8333,72.59,66,5,6.13
320,Port Hedland,AU,2022-02-02 20:18:56,-20.3167,118.5667,78.85,100,100,5.75
321,Kamenka,RU,2022-02-02 20:18:56,51.3223,42.7678,32.76,99,100,6.76
322,Meridian,US,2022-02-02 20:18:57,43.6121,-116.3915,35.15,50,0,3.0
323,Shiyan,CN,2022-02-02 20:19:57,32.6475,110.7781,35.06,58,99,1.12
324,Amahai,ID,2022-02-02 20:19:58,-3.3333,128.9167,77.38,85,100,6.08
325,Vanavara,RU,2022-02-02 20:19:58,60.34,102.2797,-13.02,100,89,2.89
326,Padong,PH,2022-02-02 20:19:58,18.0522,120.7567,70.88,81,1,4.09
327,Phangnga,TH,2022-02-02 20:19:59,8.4509,98.5298,78.84,88,16,2.53
328,Inta,RU,2022-02-02 20:19:59,66.0317,60.1659,12.06,95,100,3.71
329,Kalevala,RU,2022-02-02 20:19:59,65.2,31.1667,6.71,97,97,3.98
330,Kysyl-Syr,RU,2022-02-02 20:20:00,63.8986,122.7617,-15.56,97,100,5.19
331,Panzhihua,CN,2022-02-02 20:20:00,26.5851,101.7128,43.21,91,52,2.24
332,Djenne,ML,2022-02-02 20:20:01,13.9061,-4.5533,76.87,13,0,10.22
333,Genhe,CN,2022-02-02 20:20:02,50.7833,121.5167,-21.73,100,60,1.83
334,Libertador General San Martin,AR,2022-02-02 20:20:02,-23.8064,-64.7876,93.97,33,67,6.58
335,Geraldton,AU,2022-02-02 20:20:03,-28.7667,114.6,84.61,18,0,16.11
336,Siyabuswa,ZA,2022-02-02 20:20:04,-25.1132,29.0445,76.95,42,0,2.73
337,Sao Joao Do Paraiso,BR,2022-02-02 20:20:05,-15.3136,-42.0144,75.49,84,98,4.18
338,Newark,US,2022-02-02 20:19:54,40.7357,-74.1724,46.98,80,100,4.61
339,Laguna,US,2022-02-02 20:20:05,38.421,-121.4238,61.43,28,0,11.99
340,Chara,RU,2022-02-02 20:20:06,56.9064,118.2631,-23.49,85,46,0.98
341,Creel,MX,2022-02-02 20:20:07,27.75,-107.6333,33.06,97,100,8.14
342,Ochakiv,UA,2022-02-02 20:20:07,46.6128,31.5498,30.34,97,100,5.14
343,Ulaanbaatar,MN,2022-02-02 20:16:09,47.9077,106.8832,-25.47,68,0,2.24
344,Leshukonskoye,RU,2022-02-02 20:20:08,64.8989,45.7622,5.65,99,95,2.55
345,La Ronge,CA,2022-02-02 20:20:08,55.1001,-105.2842,-16.35,48,0,5.75
346,Eydhafushi,MV,2022-02-02 20:20:08,5.1033,73.0708,81.82,70,14,10.63
347,Mindelo,CV,2022-02-02 20:20:09,16.8901,-24.9804,72.95,73,20,26.46
348,Severodvinsk,RU,2022-02-02 20:20:09,64.5635,39.8302,12.31,97,96,3.78
349,Mecca,SA,2022-02-02 20:20:09,21.4267,39.8261,70.79,67,0,0.83
350,Ossora,RU,2022-02-02 20:20:10,59.2353,163.0719,17.71,87,100,10.76
351,Timra,SE,2022-02-02 20:20:10,62.487,17.3257,10.08,85,100,9.22
352,Tahe,CN,2022-02-02 20:20:10,52.3333,124.7333,-7.8,81,9,6.49
353,Ketchikan,US,2022-02-02 20:16:24,55.3422,-131.6461,37.38,93,100,5.75
354,Labe,GN,2022-02-02 20:20:11,11.3182,-12.2833,69.64,15,93,3.0
355,Shimsk,RU,2022-02-02 20:20:11,58.212,30.7127,20.23,94,100,0.85
356,Hailar,CN,2022-02-02 20:20:12,49.2,119.7,-26.73,100,81,4.16
357,Sola,VU,2022-02-02 20:20:12,-13.8833,167.55,81.45,78,98,9.08
358,Vanderhoof,CA,2022-02-02 20:16:23,54.0166,-124.0198,10.65,93,100,3.49
359,Siraha,NP,2022-02-02 20:20:12,26.6541,86.2087,58.28,61,2,5.53
360,Los Llanos De Aridane,ES,2022-02-02 20:20:13,28.6585,-17.9182,62.35,74,0,8.99
361,Chagoda,RU,2022-02-02 20:20:13,59.164,35.3285,8.98,99,95,3.29
362,Chateaubelair,VC,2022-02-02 20:20:14,13.2833,-61.25,83.01,74,40,12.66
363,Tomatlan,MX,2022-02-02 20:20:14,19.9333,-105.25,85.69,28,0,10.29
364,Ranir Bazar,IN,2022-02-02 20:20:14,23.8333,91.3667,59.81,59,16,3.6
365,Nayoro,JP,2022-02-02 20:20:15,44.3506,142.4578,19.36,95,99,1.68
366,Chapais,CA,2022-02-02 20:20:15,49.7834,-74.8492,15.58,89,100,9.08
367,Weilheim,DE,2022-02-02 20:20:15,47.8333,11.15,39.36,93,100,6.42
368,Maryborough,AU,2022-02-02 20:20:16,-25.5333,152.7,75.15,95,100,5.3
369,Nizhniye Vyazovyye,RU,2022-02-02 20:21:16,55.7988,48.5248,25.43,98,92,3.11
370,Fukue,JP,2022-02-02 20:21:16,32.6881,128.8419,45.66,55,100,19.15
371,Ayan,RU,2022-02-02 20:19:47,56.45,138.1667,-2.07,80,100,15.48
372,Bima,ID,2022-02-02 20:21:17,-8.4667,118.7167,74.75,93,98,2.46
373,Kapoeta,SS,2022-02-02 20:21:17,4.7717,33.5903,86.86,28,100,3.74
374,Ibadan,NG,2022-02-02 20:17:05,7.3878,3.8964,76.77,36,0,3.85
375,Talara,PE,2022-02-02 20:21:18,-4.5772,-81.2719,84.96,54,0,17.27
376,Agarak,AM,2022-02-02 20:21:18,39.2068,46.5446,36.01,52,35,7.0
377,Ponta Delgada,PT,2022-02-02 20:21:18,37.7333,-25.6667,59.5,77,20,6.91
378,Bengkulu,ID,2022-02-02 20:18:18,-3.8004,102.2655,75.9,90,99,4.27
379,Dmitriyevskaya,RU,2022-02-02 20:21:19,45.6564,40.7653,39.92,89,100,5.55
380,Zharkent,KZ,2022-02-02 20:21:19,44.1628,80.0,22.93,68,39,3.76
381,Askiz,RU,2022-02-02 20:21:19,53.1319,90.5264,-5.8,98,46,3.24
382,Aras,ES,2022-02-02 20:21:20,42.5617,-2.356,46.06,81,0,6.91
383,Namagiripettai,IN,2022-02-02 20:21:20,11.4667,78.2667,67.96,68,6,5.28
384,Khovu-Aksy,RU,2022-02-02 20:21:20,51.1333,93.6,-8.23,87,100,1.95
385,Hays,US,2022-02-02 20:16:37,30.0502,-98.0336,59.45,82,100,4.0
386,Pendleton,US,2022-02-02 20:18:12,45.6721,-118.7886,37.94,53,75,3.0
387,Shepsi,RU,2022-02-02 20:21:21,44.0361,39.1489,51.85,64,99,19.24
388,Pokrovka,KG,2022-02-02 20:21:21,42.3414,78.0056,20.66,63,100,7.7
389,Dutlwe,BW,2022-02-02 20:21:22,-23.9833,23.9,79.16,51,94,6.6
390,Guapore,BR,2022-02-02 20:21:22,-28.8456,-51.8903,94.39,24,4,2.95
391,Ikorodu,NG,2022-02-02 20:21:22,6.6191,3.5041,80.56,69,36,9.44
392,Matamoros,MX,2022-02-02 20:21:23,25.5333,-103.25,81.1,12,75,5.75
393,Ca Mau,VN,2022-02-02 20:18:26,9.1769,105.15,75.43,88,93,6.33
394,Sri Aman,MY,2022-02-02 20:21:23,1.2376,111.4621,73.45,94,70,0.0
395,Mangrol,IN,2022-02-02 20:21:23,21.1167,70.1167,71.35,80,0,9.1
396,Russell,US,2022-02-02 20:21:24,32.3502,-85.1999,69.51,53,40,17.27
397,Makokou,GA,2022-02-02 20:21:24,0.5738,12.8642,76.14,75,88,4.63
398,Lichuan,CN,2022-02-02 20:21:25,30.3,108.85,29.41,96,100,1.9
399,Daru,PG,2022-02-02 20:21:25,-9.0763,143.2092,74.34,84,100,6.24
400,Isangel,VU,2022-02-02 20:21:25,-19.55,169.2667,77.11,100,75,0.0
401,Quang Ngai,VN,2022-02-02 20:17:54,15.1167,108.8,70.81,91,100,4.85
402,Walvis Bay,NA,2022-02-02 20:21:26,-22.9575,14.5053,70.09,72,1,8.46
403,Ixtapa,MX,2022-02-02 20:21:26,20.7,-105.2,74.43,53,0,12.66
404,Rognan,NO,2022-02-02 20:21:26,67.0953,15.3878,24.94,84,100,9.37
405,Natalinsk,RU,2022-02-02 20:21:27,56.4739,57.8698,18.27,98,100,5.14
406,Moose Factory,CA,2022-02-02 20:21:27,51.2585,-80.6094,-0.4,50,0,14.97
407,Itarema,BR,2022-02-02 20:21:27,-2.9248,-39.9167,82.47,70,50,12.97
408,Champerico,GT,2022-02-02 20:21:28,14.3,-91.9167,91.94,59,0,11.77
409,Himatnagar,IN,2022-02-02 20:21:28,23.6,72.95,70.61,51,0,6.82
410,Fuerte Olimpo,PY,2022-02-02 20:21:28,-21.0415,-57.8738,94.24,39,74,10.71
411,Awbari,LY,2022-02-02 20:21:29,26.5921,12.7805,47.32,31,0,8.79
412,Baruun-Urt,MN,2022-02-02 20:21:29,46.6806,113.2792,-10.77,92,56,3.42
413,Arzgir,RU,2022-02-02 20:21:29,45.3728,44.2206,37.04,89,97,7.27
414,Nizhniy Kuranakh,RU,2022-02-02 20:22:30,58.8353,125.4869,-10.82,98,100,4.03
415,Vrangel,RU,2022-02-02 20:22:30,42.7297,133.0839,15.35,59,9,13.31
416,Lompoc,US,2022-02-02 20:18:47,34.6391,-120.4579,67.69,20,0,12.66
417,Barstow,US,2022-02-02 20:22:31,34.8986,-117.0228,51.48,19,0,19.1
418,Broken Hill,AU,2022-02-02 20:22:31,-31.95,141.4333,59.18,48,0,18.95
419,Deogarh,IN,2022-02-02 20:22:31,21.5333,84.7333,60.46,43,0,0.65
420,Cartagena,CO,2022-02-02 20:21:43,10.3997,-75.5144,89.22,58,20,14.97
421,Samarai,PG,2022-02-02 20:19:39,-10.6167,150.6667,79.45,81,95,7.14
422,Puerto Narino,CO,2022-02-02 20:22:32,-3.7703,-70.3831,80.55,80,100,4.56
423,Iiyama,JP,2022-02-02 20:22:32,36.85,138.3667,31.15,96,97,1.97
424,Awjilah,LY,2022-02-02 20:22:32,29.1081,21.2869,54.23,58,72,13.76
425,Longyearbyen,SJ,2022-02-02 20:18:18,78.2186,15.6401,17.44,67,87,14.97
426,Qujing,CN,2022-02-02 20:22:33,25.4833,103.7833,34.36,99,100,1.88
427,Beloha,MG,2022-02-02 20:22:33,-25.1667,45.05,74.1,73,0,20.51
428,Hervey Bay,AU,2022-02-02 20:18:10,-25.2986,152.8535,73.51,83,100,12.95
429,Ucluelet,CA,2022-02-02 20:22:34,48.9329,-125.5528,41.09,90,100,1.01
430,La Ciotat,FR,2022-02-02 20:22:34,43.1748,5.6045,57.07,61,0,17.98
431,Nuuk,GL,2022-02-02 20:21:08,64.1835,-51.7216,9.21,52,75,10.36
432,Hvolsvollur,IS,2022-02-02 20:22:34,63.7533,-20.2243,29.07,89,100,3.69
433,Aleksandrov Gay,RU,2022-02-02 20:22:35,50.147,48.5704,31.48,91,100,15.68
434,Nola,IT,2022-02-02 20:22:35,40.922,14.5329,51.93,77,0,4.72
435,Qianan,CN,2022-02-02 20:22:35,44.9932,124.0581,-13.58,96,14,3.96
436,Iqaluit,CA,2022-02-02 20:22:36,63.7506,-68.5145,8.33,78,100,13.0
437,Winnemucca,US,2022-02-02 20:22:36,40.973,-117.7357,35.65,32,20,11.5
438,Aksu,CN,2022-02-02 20:22:36,41.1231,80.2644,23.9,51,100,2.68
439,Port Macquarie,AU,2022-02-02 20:22:37,-31.4333,152.9167,69.69,100,100,10.36
440,Magaria,NE,2022-02-02 20:22:37,12.9983,8.9099,67.23,11,78,7.92
441,Urucara,BR,2022-02-02 20:22:37,-2.5364,-57.76,80.58,86,100,3.11
442,Hualmay,PE,2022-02-02 20:22:38,-11.0964,-77.6139,76.06,67,4,12.64
443,Evensk,RU,2022-02-02 20:22:38,61.95,159.2333,21.52,40,100,26.93
444,Waingapu,ID,2022-02-02 20:22:38,-9.6567,120.2641,78.58,80,9,8.37
445,Saint George,US,2022-02-02 20:20:59,37.1041,-113.5841,43.63,22,40,10.0
446,Hovd,MN,2022-02-02 20:22:39,48.0056,91.6419,-4.41,96,98,1.41
447,Minna,NG,2022-02-02 20:22:39,9.6139,6.5569,78.51,29,14,5.75
448,Tateyama,JP,2022-02-02 20:22:39,34.9833,139.8667,35.62,53,39,8.72
449,Altamont,US,2022-02-02 20:21:19,42.2068,-121.7372,38.39,58,20,4.0
450,Atmakur,IN,2022-02-02 20:22:40,15.8833,78.5833,70.05,67,1,5.48
451,Svobodnyy,RU,2022-02-02 20:22:40,51.4,128.1333,-11.22,91,15,8.63
452,Price,US,2022-02-02 20:22:40,39.5994,-110.8107,28.11,28,20,14.97
453,Asyut,EG,2022-02-02 20:22:41,27.181,31.1837,58.59,34,93,4.41
454,Coolum Beach,AU,2022-02-02 20:22:41,-26.5333,153.1,77.11,94,99,9.71
455,Srednekolymsk,RU,2022-02-02 20:22:41,67.45,153.6833,-19.28,96,100,2.82
456,Acarau,BR,2022-02-02 20:22:42,-2.8856,-40.12,82.8,69,51,13.67
457,Sibolga,ID,2022-02-02 20:22:42,1.7427,98.7792,77.09,80,99,2.73
458,Duayaw Nkwanta,GH,2022-02-02 20:22:43,7.1724,-2.1028,74.26,17,42,3.49
459,Morehead,US,2022-02-02 20:22:43,37.2711,-87.1764,51.31,95,100,3.0
460,Devils Lake,US,2022-02-02 20:22:43,48.1128,-98.8651,-8.05,73,0,10.0
461,Vila Do Conde,PT,2022-02-02 20:23:44,41.3548,-8.7434,57.16,73,96,4.23
462,Zhigansk,RU,2022-02-02 20:23:44,66.7697,123.3711,-12.14,99,100,4.03
463,Mattru,SL,2022-02-02 20:23:44,7.6244,-11.8332,78.58,73,6,6.38
464,Noumea,NC,2022-02-02 20:23:45,-22.2763,166.4572,69.78,78,84,9.19
465,Colesberg,ZA,2022-02-02 20:23:45,-30.72,25.0972,70.32,76,62,14.76
466,Lavrentiya,RU,2022-02-02 20:23:45,65.5833,-171.0,0.1,69,1,20.31
467,Padang,ID,2022-02-02 20:23:46,-0.9492,100.3543,77.54,87,99,4.25
468,Masunga,BW,2022-02-02 20:23:46,-20.6246,27.4488,74.7,66,95,2.57
469,Ussel,FR,2022-02-02 20:23:46,45.55,2.3167,37.08,97,10,2.59
470,Hammerfest,NO,2022-02-02 20:23:46,70.6634,23.6821,14.45,67,0,1.14
471,Tanabe,JP,2022-02-02 20:23:47,33.7333,135.3667,44.92,55,97,5.99
472,Cassilandia,BR,2022-02-02 20:23:47,-19.1133,-51.7342,80.83,75,47,6.64
473,Mount Gambier,AU,2022-02-02 20:23:47,-37.8333,140.7667,57.11,67,100,12.66
474,Mahibadhoo,MV,2022-02-02 20:23:48,3.7833,72.9667,82.24,71,6,10.29
475,Biak,ID,2022-02-02 20:23:48,-0.9131,122.8766,76.03,78,100,5.59
476,Sidi Ali,DZ,2022-02-02 20:23:48,36.0998,0.4206,54.28,52,0,4.85
477,Bandarbeyla,SO,2022-02-02 20:23:49,9.4942,50.8122,75.47,72,27,18.7
478,Calderitas,MX,2022-02-02 20:23:49,18.55,-88.25,84.31,70,40,16.11
479,Kaka,TM,2022-02-02 20:23:49,37.3482,59.6143,46.29,36,0,5.57
480,Lekoni,GA,2022-02-02 20:23:50,-1.5843,14.2591,78.28,71,93,4.83
481,Sinnamary,GF,2022-02-02 20:23:50,5.3833,-52.95,80.46,76,37,11.56
482,Horsham,GB,2022-02-02 20:23:50,51.064,-0.3272,50.2,73,75,5.75
483,Yulara,AU,2022-02-02 20:19:33,-25.2406,130.9889,66.04,68,100,10.36
484,Burnie,AU,2022-02-02 20:23:51,-41.0667,145.9167,53.94,73,23,9.91
485,Ystad,SE,2022-02-02 20:23:51,55.4297,13.8204,32.99,81,95,8.16
486,Narsaq,GL,2022-02-02 20:23:51,60.9167,-46.05,5.22,68,18,6.69
487,Gusau,NG,2022-02-02 20:23:52,12.1628,6.6614,71.37,12,32,8.88
488,Camamu,BR,2022-02-02 20:23:52,-13.9447,-39.1039,82.6,66,0,6.42
489,Ilhabela,BR,2022-02-02 20:23:52,-23.7781,-45.3581,77.49,87,100,3.53
490,Khomeyn,IR,2022-02-02 20:23:53,33.6423,50.0789,29.59,39,5,4.18
491,Vanimo,PG,2022-02-02 20:23:53,-2.6741,141.3028,77.59,87,100,4.25
492,Woodward,US,2022-02-02 20:23:53,36.4337,-99.3904,18.63,83,100,23.02
493,Krizevci,HR,2022-02-02 20:23:54,46.0219,16.5425,41.29,54,9,14.88
494,Gijon,ES,2022-02-02 20:23:54,43.5357,-5.6615,54.25,91,65,1.01
495,Miranda,CO,2022-02-02 20:23:54,3.2499,-76.2281,84.33,65,41,1.81
496,Bay Roberts,CA,2022-02-02 20:23:55,47.5999,-53.2648,28.65,70,5,3.0
497,Camacha,PT,2022-02-02 20:23:55,33.0833,-16.3333,63.54,100,75,10.36
498,Ilebo,CD,2022-02-02 20:23:55,-4.3167,20.5833,74.25,89,100,1.7
499,Bergerac,FR,2022-02-02 20:23:56,44.8333,0.5,49.77,93,100,0.0
500,Saldanha,ZA,2022-02-02 20:21:32,-33.0117,17.9442,66.25,86,100,6.73
501,Lanzhou,CN,2022-02-02 20:23:56,36.0564,103.7922,16.88,68,80,1.57
502,San Patricio,US,2022-02-02 20:23:57,28.017,-97.5169,79.48,67,100,15.79
503,Manggar,ID,2022-02-02 20:23:57,-2.8833,108.2667,78.66,83,100,5.46
504,Khani,GE,2022-02-02 20:23:57,41.9563,42.9566,38.77,75,100,10.16
505,Koslan,RU,2022-02-02 20:23:58,63.4564,48.8989,16.43,98,100,3.51
506,Kita,ML,2022-02-02 20:23:58,13.0349,-9.4895,79.83,10,1,5.48
507,Alto Piquiri,BR,2022-02-02 20:19:43,-24.0281,-53.4406,83.95,60,33,10.22
508,Pangody,RU,2022-02-02 20:24:58,65.85,74.4859,-9.06,97,93,12.1
509,Lubao,PH,2022-02-02 20:24:59,14.9167,120.55,78.82,79,49,5.44
510,Parakou,BJ,2022-02-02 20:24:59,9.3372,2.6303,77.79,13,73,5.59
511,Porto Novo,BJ,2022-02-02 20:24:59,6.4965,2.6036,82.22,72,1,6.42
512,Sitka,US,2022-02-02 20:25:00,57.0531,-135.33,39.09,87,100,4.61
513,Kamina,CD,2022-02-02 20:25:00,-8.7386,24.9906,63.55,97,100,0.96
514,Brodokalmak,RU,2022-02-02 20:25:00,55.5748,62.082,20.3,93,29,7.52
515,Stornoway,GB,2022-02-02 20:25:01,58.2093,-6.3865,48.92,97,75,7.0
516,Boda,CF,2022-02-02 20:25:01,4.3189,17.4695,79.5,17,70,2.53
517,Sobotka,PL,2022-02-02 20:25:01,50.8999,16.7444,36.3,87,99,18.7
518,Magnolia,US,2022-02-02 20:20:27,33.2671,-93.2393,65.88,75,100,3.02
519,Richards Bay,ZA,2022-02-02 20:25:02,-28.783,32.0377,78.08,79,5,14.67
520,Nioro,GM,2022-02-02 20:21:03,13.35,-15.75,88.52,10,42,5.39
521,Sandwick,GB,2022-02-02 20:25:02,60.0,-1.25,46.22,100,100,18.41
522,Natal,BR,2022-02-02 20:24:03,-5.795,-35.2094,84.85,74,20,14.97
523,Aykhal,RU,2022-02-02 20:23:45,66.0,111.5,-21.19,100,5,2.98
524,Treinta Y Tres,UY,2022-02-02 20:25:03,-33.2333,-54.3833,91.15,29,0,10.18
525,Lubango,AO,2022-02-02 20:25:03,-14.9172,13.4925,60.53,53,100,4.34
526,Palmer,US,2022-02-02 20:25:03,42.1584,-72.3287,47.01,64,98,5.3
527,Maun,BW,2022-02-02 20:25:04,-19.9833,23.4167,74.07,73,80,4.63
528,Izumo,JP,2022-02-02 20:25:04,35.3667,132.7667,39.15,64,97,11.03
529,Do Gonbadan,IR,2022-02-02 20:25:05,30.3586,50.7981,46.49,81,0,0.0
530,Paragould,US,2022-02-02 20:21:53,36.0584,-90.4973,37.24,96,100,16.31
531,Columbus,US,2022-02-02 20:23:55,39.9612,-82.9988,40.8,93,100,1.99
532,Juegang,CN,2022-02-02 20:25:05,32.3174,121.1855,40.98,69,100,3.83
533,Mporokoso,ZM,2022-02-02 20:25:06,-9.3727,30.125,63.12,95,100,3.56
534,Ambanja,MG,2022-02-02 20:25:06,-13.6833,48.45,74.89,93,100,3.04
535,Great Bend,US,2022-02-02 20:25:06,38.3645,-98.7648,17.65,74,100,23.02
536,Barcelos,PT,2022-02-02 20:20:45,41.5388,-8.6151,56.84,79,87,2.46
537,Portree,GB,2022-02-02 20:25:07,57.4129,-6.1942,48.85,95,100,16.75
538,Chipinge,ZW,2022-02-02 20:25:07,-20.1883,32.6236,65.88,89,1,4.85
539,Washington,US,2022-02-02 20:25:05,47.5001,-120.5015,30.9,58,99,4.81
540,Karratha,AU,2022-02-02 20:25:07,-20.7377,116.8463,81.45,72,100,8.1
541,Ust-Kuyga,RU,2022-02-02 20:25:08,70.0167,135.6,-21.93,96,91,8.34
542,Alofi,NU,2022-02-02 20:25:08,-19.0595,-169.9187,75.6,88,100,21.68
543,Taoudenni,ML,2022-02-02 20:25:08,22.6783,-3.9836,69.58,16,3,11.56
544,Dudinka,RU,2022-02-02 20:25:09,69.4058,86.1778,-8.01,100,95,5.5
545,Ambilobe,MG,2022-02-02 20:25:09,-13.2,49.05,73.83,95,98,1.45
546,Avera,US,2022-02-02 20:25:09,33.194,-82.5271,65.71,65,82,7.67
547,Port Hawkesbury,CA,2022-02-02 20:25:10,45.6169,-61.3485,31.91,78,100,5.99
548,Kedrovyy,RU,2022-02-02 20:25:10,56.1667,91.8167,-6.14,98,37,3.83
549,Sunndalsora,NO,2022-02-02 20:25:10,62.6754,8.5515,32.65,96,100,3.69
550,Kemijarvi,FI,2022-02-02 20:25:11,66.7131,27.4306,11.73,96,100,4.03
551,Salaga,GH,2022-02-02 20:25:11,8.5508,-0.5188,84.58,10,59,4.72
552,Yar-Sale,RU,2022-02-02 20:25:11,66.8333,70.8333,-5.15,93,100,12.15
553,Etaples,FR,2022-02-02 20:25:12,50.5219,1.6332,48.6,100,75,5.75
554,Viransehir,TR,2022-02-02 20:25:12,37.2353,39.7631,41.65,81,94,7.54
555,Faya,SA,2022-02-02 20:25:12,18.3851,42.4509,57.72,72,9,0.6
556,Meulaboh,ID,2022-02-02 20:26:13,4.1363,96.1285,77.32,84,86,4.41
557,Itaituba,BR,2022-02-02 20:26:13,-4.2761,-55.9836,89.76,66,20,11.5
558,Numata,JP,2022-02-02 20:26:13,36.6333,139.05,26.2,67,57,5.73
559,Maloy,NO,2022-02-02 20:26:14,61.9353,5.1136,32.05,50,99,4.65
560,Strezhevoy,RU,2022-02-02 20:26:14,60.7333,77.5889,21.18,93,100,8.79
561,Erzin,TR,2022-02-02 20:26:14,36.9559,36.2,50.52,77,74,9.06
562,Agutaya,PH,2022-02-02 20:26:15,11.148,120.9417,79.43,84,100,23.42
563,Romhany,HU,2022-02-02 20:26:15,47.9262,19.2572,41.76,78,55,17.07
